date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:27:33	59356/59356	---MCZ	200	added ('OK')	text/css	etag:%220fe1f83b58ce12746cc3d33e6eb0e55f-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min2e46.css?ver=3.9.2	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min2e462e46.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:34	26702/26702	---MCZ	200	added ('OK')	text/css	etag:%226ef1631f365da70903ab45725174b137-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min2e46.css?ver=3.9.2	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min2e462e46.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:35	83794/83794	---MCZ	200	added ('OK')	text/css	etag:%22ff7c4c8ba616e3f8e7b4b69bfd53d654-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/post-41567544.css?ver=1674133708	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/post-415675447544.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:36	9826/9826	---MCZ	200	added ('OK')	text/css	etag:%229f76d5bc47d3632a8e162463fd418b3c-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/post-28582fa7.css?ver=1674133870	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/post-28582fa72fa7.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:37	9579/9579	---MCZ	200	added ('OK')	text/css	etag:%2236be4a1bbf4717272d076af2bc377376-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/post-803b383.css?ver=1674046641	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/post-803b383b383.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:38	8832/8832	---MCZ	200	added ('OK')	text/css	etag:%22d3b6e5086734c2cf1e7168571d2d8a80-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/post-5952fa7.css?ver=1674133870	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/post-5952fa72fa7.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:39	15055/15055	---MCZ	200	added ('OK')	application/javascript	etag:%22f27050828091bb0fafa92f8ebd394c9d-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min2e46.js?ver=3.9.2	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min2e462e46.js	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:40	242036/242036	---MCZ	200	added ('OK')	text/html	etag:%229d051a75cacc3264ff0927564e8bff0c-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-json/index.html	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-json/index.html	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:41	150396/150396	---MCZ	200	added ('OK')	application/json	etag:%227376c2c2cc944219844ef667612ea781-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-json/wp/v2/pages/4156.json	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-json/wp/v2/pages/4156.json	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:42	798/798	---M--	200	added ('OK')	application/x-php	etag:%227dffe611f4a3448ab7fd7769f242d4bb-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/xmlrpc0db0.php?rsd	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/xmlrpc0db00db0.php	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:43	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%221ed92bdf50a68752eded5ce5d8c292dc-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-includes/wlwmanifest.xml	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:44	2450/2450	---M-Z	200	added ('OK')	application/json	etag:%221f259e316b0d1dceb6930ac51e9103e2-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-json/oembed/1.0/embedf386.json?url=https%3A%2F%2Fbcnenergia.com%2F	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-json/oembed/1.0/embedf386f386.json	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:46	2524/2524	---MCZ	200	added ('OK')	text/plain	etag:%22eff9fb927624818a198d6b2699a5fa4d-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-json/oembed/1.0/embed57d2?url=https%3A%2F%2Fbcnenergia.com%2F&format=xml	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-json/oembed/1.0/embed57d257d2	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:47	2583/2583	---M-Z	200	added ('OK')	image/svg+xml	etag:%224fd023f7c4814370fe10f681dd48a384-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/bcnEnergia_logo_imago-19.svg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/bcnEnergia_logo_imago-19.svg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:48	5038/5038	---MCZ	200	added ('OK')	image/svg+xml	etag:%22a08516582e464eb3b5231635c8a0dbb6-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/bcnEnergia_logo-12.svg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/bcnEnergia_logo-12.svg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:48	215321/215321	---MCZ	200	added ('OK')	text/html	etag:%22010a2fbeb778e31b94fb293724a85f19-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/index-2.html	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:49	25907/25907	---MCZ	200	added ('OK')	text/css	etag:%22f336bddcd1645b80c9b6e29ba61a30c9-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/custom-pro-widget-nav-menu.minbe8f.css?ver=1671713637	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/custom-pro-widget-nav-menu.minbe8fbe8f.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:50	9811/9811	---MCZ	200	added ('OK')	text/css	etag:%22e2fa39abec393d7a959da19507a45980-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/custom-widget-icon-list.minbe8f.css?ver=1671713637	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/custom-widget-icon-list.minbe8fbe8f.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:51	205472/205472	---M--	200	added ('OK')	image/jpeg	etag:%22abe2c29629cd79e16d0e094dfee7cacd-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2023/01/unete-autoconsumo-paneles-solares-bcn-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2023/01/unete-autoconsumo-paneles-solares-bcn-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:53	172940/172940	---M--	200	added ('OK')	image/jpeg	etag:%22fdbe8bba458d109c2af2ecc18283d974-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2023/01/ahorro-factura-luz-y-gas-paneles-solares.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2023/01/ahorro-factura-luz-y-gas-paneles-solares.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:53	142730/142730	---M--	200	added ('OK')	image/jpeg	etag:%22cb3de3e33c2827364d6622e8e31fd089-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2023/01/energia-renovable-paneles-fotovoltaicos-instalacion.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2023/01/energia-renovable-paneles-fotovoltaicos-instalacion.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:55	124644/124644	---M--	200	added ('OK')	image/jpeg	etag:%225d113f41f6b1d98048b7688d77c208e8-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/BCNEnergia-sistema-placas-fotovoltaicas-barcelona.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/BCNEnergia-sistema-placas-fotovoltaicas-barcelona.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:55	10076/10076	---MCZ	200	added ('OK')	text/css	etag:%22cdfa4bde5ec9cd31def3b6e7833260b3-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/custom-widget-icon-box.minbe8f.css?ver=1671713637	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/elementor/css/custom-widget-icon-box.minbe8fbe8f.css	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:57	91805/91805	---MCZ	200	added ('OK')	text/html	etag:%222584cc03fd66cb6e721b241b8bce0e4d-ssl-df%22	https://bcnenergia.netlify.app/bcnenergia.com/politica-privacidad/	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/politica-privacidad/index.html	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:57	147973/147973	---M--	200	added ('OK')	image/jpeg	etag:%226fc60ac8fd382e6b51d8a5ae0df9b1fd-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2023/01/tramitacion-subvencion-paneles-fotovoltaicos.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2023/01/tramitacion-subvencion-paneles-fotovoltaicos.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:58	92839/92839	---M--	200	added ('OK')	image/jpeg	etag:%22cf37fa4979faef9987480e058165d399-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/flujo-energia-inenterrumpida_bcn-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/flujo-energia-inenterrumpida_bcn-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:27:59	114293/114293	---M--	200	added ('OK')	image/jpeg	etag:%22dfe8c80d3cbe05c5c0f8a5cf13ae95bb-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/proteccion-reforzada-celulas_BCN-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/proteccion-reforzada-celulas_BCN-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:00	117023/117023	---M--	200	added ('OK')	image/jpeg	etag:%223b51891143819c45de3757613f55a714-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/extrema-resistencia-grietas_bcn-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/extrema-resistencia-grietas_bcn-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:01	93805/93805	---M--	200	added ('OK')	image/jpeg	etag:%229f78d6c604bc25f8e0f07ad8ef44ac7d-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/microinversor-integrado_bcn-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/microinversor-integrado_bcn-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:02	79651/79651	---M--	200	added ('OK')	image/jpeg	etag:%2203167eb97c3a5601ffe93124ea3a79b1-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/comfort-energia-renovable_BCN-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/comfort-energia-renovable_BCN-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:04	119557/119557	---M--	200	added ('OK')	image/jpeg	etag:%2200bc9b801fc36b1b5ea4685841862e86-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/factura-0-euros-placas-solares_BCN-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/factura-0-euros-placas-solares_BCN-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:05	121035/121035	---M--	200	added ('OK')	image/jpeg	etag:%2280518ebf9026712431a7357d62f595da-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/equipo-ingenieros-paneles-fotvoltaicos_BCN-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/equipo-ingenieros-paneles-fotvoltaicos_BCN-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:06	84570/84570	---M--	200	added ('OK')	image/jpeg	etag:%220cb7238716f2bdde770c2f660d68accf-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/bonificaciones-energias-renovables_BCN-Energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/bonificaciones-energias-renovables_BCN-Energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:07	86847/86847	---M--	200	added ('OK')	image/jpeg	etag:%22ae136b1a3470b9e05c3216504d344ae1-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/responsable-medio-ambiente_BCN-energia.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/responsable-medio-ambiente_BCN-energia.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:09	284831/284831	---M--	200	added ('OK')	image/jpeg	etag:%22a0412f41784b2e43d240edbe255f1552-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_1.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_1.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:10	263919/263919	---M--	200	added ('OK')	image/jpeg	etag:%228d54f42a0c70624df39c4940a74a450c-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_2.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_2.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:11	238759/238759	---M--	200	added ('OK')	image/jpeg	etag:%224f5c7e56bb18b857a1b69b3bba141ac9-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_3.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_3.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:12	182238/182238	---M--	200	added ('OK')	image/jpeg	etag:%22861e1844490ca663d01791e3891f4df6-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_4.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_4.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:14	350117/350117	---M--	200	added ('OK')	image/jpeg	etag:%22ff60ea06ebda19049dbb8c3d35c18492-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_5.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_5.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:14	210992/210992	---M--	200	added ('OK')	image/jpeg	etag:%228b0e5f3b6a482cf9a093c4de2edfd1c0-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_6.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_6.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:15	276626/276626	---M--	200	added ('OK')	image/jpeg	etag:%22762e2bf258b8bb9fafcf330272662303-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_7.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_7.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:16	184970/184970	---M--	200	added ('OK')	image/jpeg	etag:%2250e4d18e79567d44791e6ceb18f55fdd-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_8.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_8.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:17	207521/207521	---M--	200	added ('OK')	image/jpeg	etag:%22dd886961c3b23dd0dd72441faed5c8c5-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_9.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_9.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:18	221984/221984	---M--	200	added ('OK')	image/jpeg	etag:%222317f8d338c26251921dfb65f28dd612-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_10.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_10.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:19	136439/136439	---M--	200	added ('OK')	image/jpeg	etag:%220bbeacdf449815be369506ddb7fd3dc9-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_11.jpg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/instalaciones-placas-solares_bcn-energia_11.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
11:28:20	51103/51103	---M--	200	added ('OK')	image/jpeg	etag:%222f2b8a60d3935411c90ed703da2874ba-ssl%22	https://bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/markus_liam.jpeg	C:/My%20Web%20Sites/bcn/bcnenergia.netlify.app/bcnenergia.com/wp-content/uploads/2022/12/markus_liam.jpg	(from https://bcnenergia.netlify.app/bcnenergia.com/indexb97d.html)
